id,log_price
986942,7.550882260679748
16436737,7.550882260679748
18209634,7.550882260679748
15027024,7.550882260679748
18074243,7.550882260679748
8446914,7.550882260679748
19362916,7.550882260679748
16116059,7.550882260679748
20912583,7.550882260679748
13573101,7.550882260679748
15938749,7.550882260679748
13659214,7.550882260679748
6239753,7.550882260679748
11627400,7.550882260679748
17794295,7.550882260679748
15267276,7.550882260679748
9476370,7.550882260679748
14694999,7.550882260679748
19847012,7.550882260679748
8860277,7.550882260679748
2975445,7.550882260679748
1390712,7.550882260679748
16144412,7.550882260679748
1312673,7.550882260679748
6645473,7.550882260679748
7227023,7.550882260679748
17283456,7.550882260679748
13719227,7.550882260679748
11413078,7.550882260679748
15166399,7.550882260679748
14123351,7.550882260679748
7972727,7.550882260679748
19820146,7.550882260679748
14724479,7.550882260679748
12185282,7.550882260679748
5647069,7.550882260679748
16025305,7.550882260679748
10139386,7.550882260679748
9529089,7.550882260679748
17951911,7.550882260679748
19329911,7.550882260679748
696593,7.550882260679748
21152513,7.550882260679748
6492690,7.550882260679748
7789261,7.550882260679748
16939098,7.550882260679748
12015424,7.550882260679748
18346252,7.550882260679748
15277561,7.550882260679748
18286031,7.550882260679748
3090474,7.550882260679748
10831199,7.550882260679748
14964171,7.550882260679748
2855220,7.550882260679748
16148051,7.550882260679748
16301809,7.550882260679748
1696992,7.550882260679748
2055614,7.550882260679748
19615294,7.550882260679748
10948909,7.550882260679748
8625424,7.550882260679748
1945508,7.550882260679748
7547631,7.550882260679748
6992939,7.550882260679748
4624521,7.550882260679748
13489891,7.550882260679748
18945958,7.550882260679748
8734314,7.550882260679748
10439970,7.550882260679748
17445068,7.550882260679748
7623005,7.550882260679748
20626191,7.550882260679748
5833227,7.550882260679748
14389886,7.550882260679748
15618667,7.550882260679748
7254973,7.550882260679748
12064710,7.550882260679748
9612676,7.550882260679748
8975044,7.550882260679748
17078010,7.550882260679748
17704293,7.550882260679748
15992078,7.550882260679748
6670531,7.550882260679748
8067190,7.550882260679748
15026535,7.550882260679748
17641941,7.550882260679748
19472999,7.550882260679748
20638452,7.550882260679748
